source_id,status,tier,category,direction,event_risk,error
manual_events,OK,TIER_0_MANUAL_CURATED,news_event,BULLISH,HIGH,
manual_events,OK,TIER_0_MANUAL_CURATED,news_event,BEARISH,HIGH,
auto_events,OK,TIER_1_OFFICIAL_MACRO,news_event,NEUTRAL,HIGH,
auto_events,OK,TIER_1_OFFICIAL_MACRO,news_event,BEARISH,HIGH,
auto_events,OK,TIER_1_OFFICIAL_MACRO,news_event,NEUTRAL,HIGH,
auto_events,OK,TIER_1_OFFICIAL_REGULATOR,news_event,BULLISH,HIGH,
auto_events,OK,TIER_1_OFFICIAL_REGULATOR,news_event,NEUTRAL,HIGH,
auto_events,OK,TIER_1_OFFICIAL_MACRO,news_event,BEARISH,HIGH,
auto_events,OK,TIER_1_OFFICIAL_REGULATOR,news_event,BEARISH,HIGH,
auto_events,OK,TIER_1_OFFICIAL_MACRO,news_event,NEUTRAL,HIGH,
auto_events,OK,TIER_1_OFFICIAL_REGULATOR,news_event,NEUTRAL,HIGH,
auto_events,OK,TIER_1_OFFICIAL_MACRO,news_event,BEARISH,HIGH,
